# kind fixture detail eager lazy verdict
opc-noop poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx - 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 MATCH
opc-reblob poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx - 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 MATCH
open poi/test-data/spreadsheet/CustomXMLMappings.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/CustomXMLMappings.xlsx - 13 13 MATCH
opc-noop poi/test-data/spreadsheet/CustomXMLMappings.xlsx - 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 MATCH
opc-reblob poi/test-data/spreadsheet/CustomXMLMappings.xlsx - 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 MATCH
open poi/test-data/spreadsheet/DataValidationEvaluations.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/DataValidationEvaluations.xlsx - 14 14 MATCH
opc-noop poi/test-data/spreadsheet/DataValidationEvaluations.xlsx - ea5706d9afc031a8c2afef880559483bad30ab2c18e2857aca5f3cfaa74decf4:13679 ea5706d9afc031a8c2afef880559483bad30ab2c18e2857aca5f3cfaa74decf4:13679 MATCH
opc-reblob poi/test-data/spreadsheet/DataValidationEvaluations.xlsx - ea5706d9afc031a8c2afef880559483bad30ab2c18e2857aca5f3cfaa74decf4:13679 ea5706d9afc031a8c2afef880559483bad30ab2c18e2857aca5f3cfaa74decf4:13679 MATCH
open poi/test-data/spreadsheet/DataValidationListTooLong.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/DataValidationListTooLong.xlsx - 8 8 MATCH
opc-noop poi/test-data/spreadsheet/DataValidationListTooLong.xlsx - 25785bbdbfe495db4bddbdb578b0239faa1715d40ede2b6003776e0a75a9a15a:3286 25785bbdbfe495db4bddbdb578b0239faa1715d40ede2b6003776e0a75a9a15a:3286 MATCH
opc-reblob poi/test-data/spreadsheet/DataValidationListTooLong.xlsx - 25785bbdbfe495db4bddbdb578b0239faa1715d40ede2b6003776e0a75a9a15a:3286 25785bbdbfe495db4bddbdb578b0239faa1715d40ede2b6003776e0a75a9a15a:3286 MATCH
open poi/test-data/spreadsheet/DataValidations-49244.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/DataValidations-49244.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/DataValidations-49244.xlsx - 8066b12c878d74aa35b55b22dc9daba9a56e91332a35cf96c4fc0f6af6bd3bd1:10705 8066b12c878d74aa35b55b22dc9daba9a56e91332a35cf96c4fc0f6af6bd3bd1:10705 MATCH
opc-reblob poi/test-data/spreadsheet/DataValidations-49244.xlsx - 8066b12c878d74aa35b55b22dc9daba9a56e91332a35cf96c4fc0f6af6bd3bd1:10705 8066b12c878d74aa35b55b22dc9daba9a56e91332a35cf96c4fc0f6af6bd3bd1:10705 MATCH
open poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx - 19 19 MATCH
opc-noop poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx - f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 MATCH
opc-reblob poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx - f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 MATCH
open poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx - 17 17 MATCH
opc-noop poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx - e9c4515c22be30487a9ce3c081e74cf58b5143aa42b6dc07e891aa261066fa98:47318 e9c4515c22be30487a9ce3c081e74cf58b5143aa42b6dc07e891aa261066fa98:47318 MATCH
opc-reblob poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx - e9c4515c22be30487a9ce3c081e74cf58b5143aa42b6dc07e891aa261066fa98:47318 e9c4515c22be30487a9ce3c081e74cf58b5143aa42b6dc07e891aa261066fa98:47318 MATCH
open poi/test-data/spreadsheet/FormatKM.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/FormatKM.xlsx - 13 13 MATCH
opc-noop poi/test-data/spreadsheet/FormatKM.xlsx - ab5b08e968898f40477c2599dab9285c4557e6f212f3b942011e6588018244e0:11590 ab5b08e968898f40477c2599dab9285c4557e6f212f3b942011e6588018244e0:11590 MATCH
opc-reblob poi/test-data/spreadsheet/FormatKM.xlsx - ab5b08e968898f40477c2599dab9285c4557e6f212f3b942011e6588018244e0:11590 ab5b08e968898f40477c2599dab9285c4557e6f212f3b942011e6588018244e0:11590 MATCH
open poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx - 27 27 MATCH
opc-noop poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx - 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 MATCH
opc-reblob poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx - 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 MATCH
open poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx - 21f222c39b70fee2aad244b70a06123aa3bbd2e99ba29cfbc2ed157bcae095cd:8527 21f222c39b70fee2aad244b70a06123aa3bbd2e99ba29cfbc2ed157bcae095cd:8527 MATCH
opc-reblob poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx - 21f222c39b70fee2aad244b70a06123aa3bbd2e99ba29cfbc2ed157bcae095cd:8527 21f222c39b70fee2aad244b70a06123aa3bbd2e99ba29cfbc2ed157bcae095cd:8527 MATCH
open poi/test-data/spreadsheet/WithChartSheet.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/WithChartSheet.xlsx - 28 28 MATCH
opc-noop poi/test-data/spreadsheet/WithChartSheet.xlsx - 792b9f21afdb6b8b1f82345864ee15d55c17a1b54d71c250e82c87304385d362:30333 792b9f21afdb6b8b1f82345864ee15d55c17a1b54d71c250e82c87304385d362:30333 MATCH
opc-reblob poi/test-data/spreadsheet/WithChartSheet.xlsx - 792b9f21afdb6b8b1f82345864ee15d55c17a1b54d71c250e82c87304385d362:30333 792b9f21afdb6b8b1f82345864ee15d55c17a1b54d71c250e82c87304385d362:30333 MATCH
open poi/test-data/spreadsheet/WithEmbeded.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/WithEmbeded.xlsx - 17 17 MATCH
opc-noop poi/test-data/spreadsheet/WithEmbeded.xlsx - 2bdaa7dbae4e739a5b1dc2654ccaeb15fe4d6a62cd47ab742db78100a7dcf9de:23668 2bdaa7dbae4e739a5b1dc2654ccaeb15fe4d6a62cd47ab742db78100a7dcf9de:23668 MATCH
opc-reblob poi/test-data/spreadsheet/WithEmbeded.xlsx - 2bdaa7dbae4e739a5b1dc2654ccaeb15fe4d6a62cd47ab742db78100a7dcf9de:23668 2bdaa7dbae4e739a5b1dc2654ccaeb15fe4d6a62cd47ab742db78100a7dcf9de:23668 MATCH
open poi/test-data/spreadsheet/WithTextBox.xlsb - ok ok MATCH
parts poi/test-data/spreadsheet/WithTextBox.xlsb - 14 14 MATCH
opc-noop poi/test-data/spreadsheet/WithTextBox.xlsb - 019fcd1672d45d557fcc4e2de334c8685a49c07c132075a3618c83db832f08b4:10076 019fcd1672d45d557fcc4e2de334c8685a49c07c132075a3618c83db832f08b4:10076 MATCH
opc-reblob poi/test-data/spreadsheet/WithTextBox.xlsb - 019fcd1672d45d557fcc4e2de334c8685a49c07c132075a3618c83db832f08b4:10076 019fcd1672d45d557fcc4e2de334c8685a49c07c132075a3618c83db832f08b4:10076 MATCH
open poi/test-data/spreadsheet/bug64512_embed.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/bug64512_embed.xlsx - 14 14 MATCH
opc-noop poi/test-data/spreadsheet/bug64512_embed.xlsx - 50a8f8c88c7308dd4a0b4eb61cd58fa34063243e62a22af7ffd5a59d34180f5b:49746 50a8f8c88c7308dd4a0b4eb61cd58fa34063243e62a22af7ffd5a59d34180f5b:49746 MATCH
opc-reblob poi/test-data/spreadsheet/bug64512_embed.xlsx - 50a8f8c88c7308dd4a0b4eb61cd58fa34063243e62a22af7ffd5a59d34180f5b:49746 50a8f8c88c7308dd4a0b4eb61cd58fa34063243e62a22af7ffd5a59d34180f5b:49746 MATCH
open poi/test-data/spreadsheet/chart_sheet.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/chart_sheet.xlsx - 14 14 MATCH
opc-noop poi/test-data/spreadsheet/chart_sheet.xlsx - 93e2d8663bc1a6b7d961f2a74440953ecdaadb1a3f171960129b730f7c935d3e:10795 93e2d8663bc1a6b7d961f2a74440953ecdaadb1a3f171960129b730f7c935d3e:10795 MATCH
opc-reblob poi/test-data/spreadsheet/chart_sheet.xlsx - 93e2d8663bc1a6b7d961f2a74440953ecdaadb1a3f171960129b730f7c935d3e:10795 93e2d8663bc1a6b7d961f2a74440953ecdaadb1a3f171960129b730f7c935d3e:10795 MATCH
open poi/test-data/spreadsheet/customIndexedColors.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/customIndexedColors.xlsx - 16 16 MATCH
opc-noop poi/test-data/spreadsheet/customIndexedColors.xlsx - 6f9372b9c67e932e79aec95dae15fcd05877eac289895537aee80ce9c2bd8b00:19534 6f9372b9c67e932e79aec95dae15fcd05877eac289895537aee80ce9c2bd8b00:19534 MATCH
opc-reblob poi/test-data/spreadsheet/customIndexedColors.xlsx - 6f9372b9c67e932e79aec95dae15fcd05877eac289895537aee80ce9c2bd8b00:19534 6f9372b9c67e932e79aec95dae15fcd05877eac289895537aee80ce9c2bd8b00:19534 MATCH
open poi/test-data/spreadsheet/dataValidationTableRange.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/dataValidationTableRange.xlsx - 37 37 MATCH
opc-noop poi/test-data/spreadsheet/dataValidationTableRange.xlsx - 2a41971477de7c0af993a6a8bc3082145230ef04d087170797d167e563da84da:116554 2a41971477de7c0af993a6a8bc3082145230ef04d087170797d167e563da84da:116554 MATCH
opc-reblob poi/test-data/spreadsheet/dataValidationTableRange.xlsx - 2a41971477de7c0af993a6a8bc3082145230ef04d087170797d167e563da84da:116554 2a41971477de7c0af993a6a8bc3082145230ef04d087170797d167e563da84da:116554 MATCH
open poi/test-data/spreadsheet/headerFooterTest.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/headerFooterTest.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/headerFooterTest.xlsx - db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 MATCH
opc-reblob poi/test-data/spreadsheet/headerFooterTest.xlsx - db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 db7483ac7bc96d071db57ec6239d2c1b8593a5ef3c7f5b7418df0309753c1fe2:27484 MATCH
open poi/test-data/spreadsheet/link-external-workbook-b.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/link-external-workbook-b.xlsx - 9 9 MATCH
opc-noop poi/test-data/spreadsheet/link-external-workbook-b.xlsx - 6e0e5c2aa3bf870cfeba03cb2350c312c639f2875b6501029d0bc134916b2361:4080 6e0e5c2aa3bf870cfeba03cb2350c312c639f2875b6501029d0bc134916b2361:4080 MATCH
opc-reblob poi/test-data/spreadsheet/link-external-workbook-b.xlsx - 6e0e5c2aa3bf870cfeba03cb2350c312c639f2875b6501029d0bc134916b2361:4080 6e0e5c2aa3bf870cfeba03cb2350c312c639f2875b6501029d0bc134916b2361:4080 MATCH
open poi/test-data/spreadsheet/no_drawing_patriarch.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/no_drawing_patriarch.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/no_drawing_patriarch.xlsx - 53403358038a3c62ae2d1c4994a03a7c236015a1fcaad67e222588d6f43dec14:672414 53403358038a3c62ae2d1c4994a03a7c236015a1fcaad67e222588d6f43dec14:672414 MATCH
opc-reblob poi/test-data/spreadsheet/no_drawing_patriarch.xlsx - 53403358038a3c62ae2d1c4994a03a7c236015a1fcaad67e222588d6f43dec14:672414 53403358038a3c62ae2d1c4994a03a7c236015a1fcaad67e222588d6f43dec14:672414 MATCH
open poi/test-data/spreadsheet/right-to-left.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/right-to-left.xlsx - 17 17 MATCH
opc-noop poi/test-data/spreadsheet/right-to-left.xlsx - 419ef388b20501009a8c546f20ca0371abac168389b556ba47c52f48f0e7f3b0:14478 419ef388b20501009a8c546f20ca0371abac168389b556ba47c52f48f0e7f3b0:14478 MATCH
opc-reblob poi/test-data/spreadsheet/right-to-left.xlsx - 419ef388b20501009a8c546f20ca0371abac168389b556ba47c52f48f0e7f3b0:14478 419ef388b20501009a8c546f20ca0371abac168389b556ba47c52f48f0e7f3b0:14478 MATCH
open poi/test-data/spreadsheet/sample.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/sample.xlsx - 15 15 MATCH
opc-noop poi/test-data/spreadsheet/sample.xlsx - 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 MATCH
opc-reblob poi/test-data/spreadsheet/sample.xlsx - 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 7c88883ea9ff72d8f90239cb1a5f5d9744014b611d9b1588a090ba7629a381de:12348 MATCH
open poi/test-data/spreadsheet/shared_formulas.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/shared_formulas.xlsx - 11 11 MATCH
opc-noop poi/test-data/spreadsheet/shared_formulas.xlsx - 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 MATCH
opc-reblob poi/test-data/spreadsheet/shared_formulas.xlsx - 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 31612d513b5ea5aaa69764779f87ac52588687770f3ccbf4b420ec21bc70561f:10137 MATCH
open poi/test-data/spreadsheet/style-alternate-content.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/style-alternate-content.xlsx - 9 9 MATCH
opc-noop poi/test-data/spreadsheet/style-alternate-content.xlsx - 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 MATCH
opc-reblob poi/test-data/spreadsheet/style-alternate-content.xlsx - 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 43dd13d6bd6c4683aeea8f5baee8d0abb75e788986819a3debf3690e9d1b26ad:10103 MATCH
open poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx - 95c54e12bc9a7a80191fe1c9e2df866f029913d4b0cf8136fc0f5a65a63758c6:12428 95c54e12bc9a7a80191fe1c9e2df866f029913d4b0cf8136fc0f5a65a63758c6:12428 MATCH
opc-reblob poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx - 95c54e12bc9a7a80191fe1c9e2df866f029913d4b0cf8136fc0f5a65a63758c6:12428 95c54e12bc9a7a80191fe1c9e2df866f029913d4b0cf8136fc0f5a65a63758c6:12428 MATCH
open poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx - 11 11 MATCH
opc-noop poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx - c32169723f04c099700eca384550728a547aea1e969ff0cd50ff6071eaa847c0:8889 c32169723f04c099700eca384550728a547aea1e969ff0cd50ff6071eaa847c0:8889 MATCH
opc-reblob poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx - c32169723f04c099700eca384550728a547aea1e969ff0cd50ff6071eaa847c0:8889 c32169723f04c099700eca384550728a547aea1e969ff0cd50ff6071eaa847c0:8889 MATCH
open poi/test-data/spreadsheet/testVarious.xlsb - ok ok MATCH
parts poi/test-data/spreadsheet/testVarious.xlsb - 19 19 MATCH
opc-noop poi/test-data/spreadsheet/testVarious.xlsb - 8c600e97d719b0266dcfb49c1872feb8d10c6ed12bc768ff16ace7dae555ebfc:22715 8c600e97d719b0266dcfb49c1872feb8d10c6ed12bc768ff16ace7dae555ebfc:22715 MATCH
opc-reblob poi/test-data/spreadsheet/testVarious.xlsb - 8c600e97d719b0266dcfb49c1872feb8d10c6ed12bc768ff16ace7dae555ebfc:22715 8c600e97d719b0266dcfb49c1872feb8d10c6ed12bc768ff16ace7dae555ebfc:22715 MATCH
open poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx - 10 10 MATCH
opc-noop poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx - 829b200dfdb5047764edd88201e565036ddeb45b70f0796e4b45dad5ada2666f:9196 829b200dfdb5047764edd88201e565036ddeb45b70f0796e4b45dad5ada2666f:9196 MATCH
opc-reblob poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx - 829b200dfdb5047764edd88201e565036ddeb45b70f0796e4b45dad5ada2666f:9196 829b200dfdb5047764edd88201e565036ddeb45b70f0796e4b45dad5ada2666f:9196 MATCH
open poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx - 9 9 MATCH
opc-noop poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx - 0ca1ab7d0e90087316072f89d181067c91c170f0718b109a8ee20867b23c58c2:8171 0ca1ab7d0e90087316072f89d181067c91c170f0718b109a8ee20867b23c58c2:8171 MATCH
opc-reblob poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx - 0ca1ab7d0e90087316072f89d181067c91c170f0718b109a8ee20867b23c58c2:8171 0ca1ab7d0e90087316072f89d181067c91c170f0718b109a8ee20867b23c58c2:8171 MATCH
open poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx - 15 15 MATCH
opc-noop poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx - 257afc6f7b67869647569d8fda3285351e1a496741a3409a5ab28983ddfbc737:12468 257afc6f7b67869647569d8fda3285351e1a496741a3409a5ab28983ddfbc737:12468 MATCH
opc-reblob poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx - 257afc6f7b67869647569d8fda3285351e1a496741a3409a5ab28983ddfbc737:12468 257afc6f7b67869647569d8fda3285351e1a496741a3409a5ab28983ddfbc737:12468 MATCH
open poi/test-data/spreadsheet/xlookup.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/xlookup.xlsx - 13 13 MATCH
opc-noop poi/test-data/spreadsheet/xlookup.xlsx - 4d8fd3db6469df14f280964b3a447e0be027eda0e2195ca62693e92d8d353910:12031 4d8fd3db6469df14f280964b3a447e0be027eda0e2195ca62693e92d8d353910:12031 MATCH
opc-reblob poi/test-data/spreadsheet/xlookup.xlsx - 4d8fd3db6469df14f280964b3a447e0be027eda0e2195ca62693e92d8d353910:12031 4d8fd3db6469df14f280964b3a447e0be027eda0e2195ca62693e92d8d353910:12031 MATCH
open poi/test-data/spreadsheet/xxe_in_schema.xlsx - ok ok MATCH
parts poi/test-data/spreadsheet/xxe_in_schema.xlsx - 12 12 MATCH
opc-noop poi/test-data/spreadsheet/xxe_in_schema.xlsx - 95dc84089f255d5878d89fdc1826edd112a9addd88b25a444f323aadc870c79d:9801 95dc84089f255d5878d89fdc1826edd112a9addd88b25a444f323aadc870c79d:9801 MATCH
opc-reblob poi/test-data/spreadsheet/xxe_in_schema.xlsx - 95dc84089f255d5878d89fdc1826edd112a9addd88b25a444f323aadc870c79d:9801 95dc84089f255d5878d89fdc1826edd112a9addd88b25a444f323aadc870c79d:9801 MATCH
open poi/test-data/xmldsign/hello-world-signed-twice.docx - ok ok MATCH
parts poi/test-data/xmldsign/hello-world-signed-twice.docx - 13 13 MATCH
opc-noop poi/test-data/xmldsign/hello-world-signed-twice.docx - e95ff2845328a023bb326f99c01a6acbe156a834aec4dd965944adbd03a5277a:16099 e95ff2845328a023bb326f99c01a6acbe156a834aec4dd965944adbd03a5277a:16099 MATCH
opc-reblob poi/test-data/xmldsign/hello-world-signed-twice.docx - refused:SignedSourceRequiresExplicitPolicy refused:SignedSourceRequiresExplicitPolicy MATCH
open poi/test-data/xmldsign/hello-world-signed.docx - ok ok MATCH
parts poi/test-data/xmldsign/hello-world-signed.docx - 12 12 MATCH
opc-noop poi/test-data/xmldsign/hello-world-signed.docx - 9b29a40d57508d1f53d1066792c2da0064a4c36110949d1fad52119ede0ab05e:13244 9b29a40d57508d1f53d1066792c2da0064a4c36110949d1fad52119ede0ab05e:13244 MATCH
opc-reblob poi/test-data/xmldsign/hello-world-signed.docx - refused:SignedSourceRequiresExplicitPolicy refused:SignedSourceRequiresExplicitPolicy MATCH
open poi/test-data/xmldsign/hello-world-signed.pptx - ok ok MATCH
parts poi/test-data/xmldsign/hello-world-signed.pptx - 25 25 MATCH
opc-noop poi/test-data/xmldsign/hello-world-signed.pptx - d119d8160dc912d639cbe8047c526c6dc58ca9dcd6b51bd5870c247d64413163:36107 d119d8160dc912d639cbe8047c526c6dc58ca9dcd6b51bd5870c247d64413163:36107 MATCH
opc-reblob poi/test-data/xmldsign/hello-world-signed.pptx - refused:SignedSourceRequiresExplicitPolicy refused:SignedSourceRequiresExplicitPolicy MATCH
open poi/test-data/xmldsign/hello-world-signed.xlsx - ok ok MATCH
parts poi/test-data/xmldsign/hello-world-signed.xlsx - 14 14 MATCH
opc-noop poi/test-data/xmldsign/hello-world-signed.xlsx - 22e2d0f6f1a413d011fbdeba4c386ce842570f1cffc66c4f85956137d86a8f1d:13072 22e2d0f6f1a413d011fbdeba4c386ce842570f1cffc66c4f85956137d86a8f1d:13072 MATCH
opc-reblob poi/test-data/xmldsign/hello-world-signed.xlsx - refused:SignedSourceRequiresExplicitPolicy refused:SignedSourceRequiresExplicitPolicy MATCH
open poi/test-data/xmldsign/ms-office-2010-signed.docx - ok ok MATCH
parts poi/test-data/xmldsign/ms-office-2010-signed.docx - 13 13 MATCH
opc-noop poi/test-data/xmldsign/ms-office-2010-signed.docx - bc55c0362722818823a6dd95f8e0ca9869e179ace972a0915241feb4677bde5f:16142 bc55c0362722818823a6dd95f8e0ca9869e179ace972a0915241feb4677bde5f:16142 MATCH
opc-reblob poi/test-data/xmldsign/ms-office-2010-signed.docx - refused:SignedSourceRequiresExplicitPolicy refused:SignedSourceRequiresExplicitPolicy MATCH
open poi/test-data/xmldsign/ms-office-2010-signed.pptx - ok ok MATCH
parts poi/test-data/xmldsign/ms-office-2010-signed.pptx - 25 25 MATCH
opc-noop poi/test-data/xmldsign/ms-office-2010-signed.pptx - 4d925d282dcca86e62b6716647a458246f8b9ea0eae0ec6664bbbf5a3f91bce1:38874 4d925d282dcca86e62b6716647a458246f8b9ea0eae0ec6664bbbf5a3f91bce1:38874 MATCH
opc-reblob poi/test-data/xmldsign/ms-office-2010-signed.pptx - refused:SignedSourceRequiresExplicitPolicy refused:SignedSourceRequiresExplicitPolicy MATCH
open poi/test-data/xmldsign/ms-office-2010-signed.xlsx - ok ok MATCH
parts poi/test-data/xmldsign/ms-office-2010-signed.xlsx - 13 13 MATCH
opc-noop poi/test-data/xmldsign/ms-office-2010-signed.xlsx - 4cbd8cbe613f036b7a0c779ffaaec7c5838710896c6ef26b3f27410d25d5ce45:12180 4cbd8cbe613f036b7a0c779ffaaec7c5838710896c6ef26b3f27410d25d5ce45:12180 MATCH
opc-reblob poi/test-data/xmldsign/ms-office-2010-signed.xlsx - refused:SignedSourceRequiresExplicitPolicy refused:SignedSourceRequiresExplicitPolicy MATCH
