# kind fixture detail eager lazy verdict
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/tdf136721_letter_sized_paper.xlsx - 42d2513d9cb37c6d154fccdcde4e59321eddc6934e6498690203af494fbd8a58:15723 42d2513d9cb37c6d154fccdcde4e59321eddc6934e6498690203af494fbd8a58:15723 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/tdf136721_letter_sized_paper.xlsx - 42d2513d9cb37c6d154fccdcde4e59321eddc6934e6498690203af494fbd8a58:15723 42d2513d9cb37c6d154fccdcde4e59321eddc6934e6498690203af494fbd8a58:15723 MATCH
open libreoffice-core/sc/qa/unit/data/xlsx/tdf143068_top10filter.xlsx - ok ok MATCH
parts libreoffice-core/sc/qa/unit/data/xlsx/tdf143068_top10filter.xlsx - 10 10 MATCH
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/tdf143068_top10filter.xlsx - cf343db1cfa0cb758627bfd530696cea994e1e644b61ca3b6926cc61e8a6e16e:9415 cf343db1cfa0cb758627bfd530696cea994e1e644b61ca3b6926cc61e8a6e16e:9415 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/tdf143068_top10filter.xlsx - cf343db1cfa0cb758627bfd530696cea994e1e644b61ca3b6926cc61e8a6e16e:9415 cf343db1cfa0cb758627bfd530696cea994e1e644b61ca3b6926cc61e8a6e16e:9415 MATCH
open libreoffice-core/sc/qa/unit/data/xlsx/tdf167689_xmlMaps_and_xmlColumnPr.xlsx - ok ok MATCH
parts libreoffice-core/sc/qa/unit/data/xlsx/tdf167689_xmlMaps_and_xmlColumnPr.xlsx - 11 11 MATCH
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/tdf167689_xmlMaps_and_xmlColumnPr.xlsx - 2abae7581d4305a8457b69088a977fe81116bfc93e1d7296fa2021c93aa34105:6042 2abae7581d4305a8457b69088a977fe81116bfc93e1d7296fa2021c93aa34105:6042 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/tdf167689_xmlMaps_and_xmlColumnPr.xlsx - 2abae7581d4305a8457b69088a977fe81116bfc93e1d7296fa2021c93aa34105:6042 2abae7581d4305a8457b69088a977fe81116bfc93e1d7296fa2021c93aa34105:6042 MATCH
open libreoffice-core/sc/qa/unit/data/xlsx/tdf66377.xlsx - ok ok MATCH
parts libreoffice-core/sc/qa/unit/data/xlsx/tdf66377.xlsx - 19 19 MATCH
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/tdf66377.xlsx - ac94c7a84898f60db85020afd984be0e2ede5ace8617f17c009ab4d8f0526377:17056 ac94c7a84898f60db85020afd984be0e2ede5ace8617f17c009ab4d8f0526377:17056 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/tdf66377.xlsx - ac94c7a84898f60db85020afd984be0e2ede5ace8617f17c009ab4d8f0526377:17056 ac94c7a84898f60db85020afd984be0e2ede5ace8617f17c009ab4d8f0526377:17056 MATCH
open libreoffice-core/sc/qa/unit/data/xlsx/tdf97598_scenarios.xlsx - ok ok MATCH
parts libreoffice-core/sc/qa/unit/data/xlsx/tdf97598_scenarios.xlsx - 11 11 MATCH
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/tdf97598_scenarios.xlsx - 464b1d54cd89e08ae6a3a85eb65639103a4aabfa0eee76d702bc8b0e09fe7861:8400 464b1d54cd89e08ae6a3a85eb65639103a4aabfa0eee76d702bc8b0e09fe7861:8400 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/tdf97598_scenarios.xlsx - 464b1d54cd89e08ae6a3a85eb65639103a4aabfa0eee76d702bc8b0e09fe7861:8400 464b1d54cd89e08ae6a3a85eb65639103a4aabfa0eee76d702bc8b0e09fe7861:8400 MATCH
open libreoffice-core/sc/qa/unit/data/xlsx/textLengthDataValidity.xlsx - ok ok MATCH
parts libreoffice-core/sc/qa/unit/data/xlsx/textLengthDataValidity.xlsx - 9 9 MATCH
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/textLengthDataValidity.xlsx - 7d6695701649fb184137e9014c1b56577afefce766b5dca43292ad9336e7cf75:9244 7d6695701649fb184137e9014c1b56577afefce766b5dca43292ad9336e7cf75:9244 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/textLengthDataValidity.xlsx - 7d6695701649fb184137e9014c1b56577afefce766b5dca43292ad9336e7cf75:9244 7d6695701649fb184137e9014c1b56577afefce766b5dca43292ad9336e7cf75:9244 MATCH
open libreoffice-core/sc/qa/unit/data/xlsx/totalsRowShown.xlsx - ok ok MATCH
parts libreoffice-core/sc/qa/unit/data/xlsx/totalsRowShown.xlsx - 11 11 MATCH
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/totalsRowShown.xlsx - 8eb9e4265c2f2d8edacf403c75382118a1722bac87a45bbaa66615943efa032c:11360 8eb9e4265c2f2d8edacf403c75382118a1722bac87a45bbaa66615943efa032c:11360 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/totalsRowShown.xlsx - 8eb9e4265c2f2d8edacf403c75382118a1722bac87a45bbaa66615943efa032c:11360 8eb9e4265c2f2d8edacf403c75382118a1722bac87a45bbaa66615943efa032c:11360 MATCH
open libreoffice-core/sc/qa/unit/data/xlsx/track-changes/simple-cell-changes.xlsx - ok ok MATCH
parts libreoffice-core/sc/qa/unit/data/xlsx/track-changes/simple-cell-changes.xlsx - 19 19 MATCH
opc-noop libreoffice-core/sc/qa/unit/data/xlsx/track-changes/simple-cell-changes.xlsx - f4169bab78cf219c9619de70e22f79c28a383a76debe8dba096c2637449daa8e:15414 f4169bab78cf219c9619de70e22f79c28a383a76debe8dba096c2637449daa8e:15414 MATCH
opc-reblob libreoffice-core/sc/qa/unit/data/xlsx/track-changes/simple-cell-changes.xlsx - f4169bab78cf219c9619de70e22f79c28a383a76debe8dba096c2637449daa8e:15414 f4169bab78cf219c9619de70e22f79c28a383a76debe8dba096c2637449daa8e:15414 MATCH
open libreoffice-core/sd/qa/unit/data/BoldonseFontEmbedded.pptx - ok ok MATCH
parts libreoffice-core/sd/qa/unit/data/BoldonseFontEmbedded.pptx - 23 23 MATCH
opc-noop libreoffice-core/sd/qa/unit/data/BoldonseFontEmbedded.pptx - 9801672f6c932e218e044df19608d1f31629fee5c87af0bc7c04bfc9f84dbb69:67477 9801672f6c932e218e044df19608d1f31629fee5c87af0bc7c04bfc9f84dbb69:67477 MATCH
opc-reblob libreoffice-core/sd/qa/unit/data/BoldonseFontEmbedded.pptx - 9801672f6c932e218e044df19608d1f31629fee5c87af0bc7c04bfc9f84dbb69:67477 9801672f6c932e218e044df19608d1f31629fee5c87af0bc7c04bfc9f84dbb69:67477 MATCH
open libreoffice-core/sd/qa/unit/data/pptx/ole.pptx - ok ok MATCH
parts libreoffice-core/sd/qa/unit/data/pptx/ole.pptx - 26 26 MATCH
opc-noop libreoffice-core/sd/qa/unit/data/pptx/ole.pptx - fe7df9c5e4303960df7c81e35dbd9a12a02ff887c49cc0573bed7cc66e6da489:41588 fe7df9c5e4303960df7c81e35dbd9a12a02ff887c49cc0573bed7cc66e6da489:41588 MATCH
opc-reblob libreoffice-core/sd/qa/unit/data/pptx/ole.pptx - fe7df9c5e4303960df7c81e35dbd9a12a02ff887c49cc0573bed7cc66e6da489:41588 fe7df9c5e4303960df7c81e35dbd9a12a02ff887c49cc0573bed7cc66e6da489:41588 MATCH
open libreoffice-core/sd/qa/unit/data/pptx/slide-section-test.pptx - ok ok MATCH
parts libreoffice-core/sd/qa/unit/data/pptx/slide-section-test.pptx - 60 60 MATCH
opc-noop libreoffice-core/sd/qa/unit/data/pptx/slide-section-test.pptx - aebee5a724a9b5b8020c41fe789df9b3805265f20bf9a87dd28d8b0ed556deb0:108164 aebee5a724a9b5b8020c41fe789df9b3805265f20bf9a87dd28d8b0ed556deb0:108164 MATCH
opc-reblob libreoffice-core/sd/qa/unit/data/pptx/slide-section-test.pptx - aebee5a724a9b5b8020c41fe789df9b3805265f20bf9a87dd28d8b0ed556deb0:108164 aebee5a724a9b5b8020c41fe789df9b3805265f20bf9a87dd28d8b0ed556deb0:108164 MATCH
open libreoffice-core/sd/qa/unit/data/pptx/slide-sections.pptx - ok ok MATCH
parts libreoffice-core/sd/qa/unit/data/pptx/slide-sections.pptx - 36 36 MATCH
opc-noop libreoffice-core/sd/qa/unit/data/pptx/slide-sections.pptx - 2e2d1a6cfa6c282a2c81f92c74c704716357155741c9ed0abd9815aeac684369:138108 2e2d1a6cfa6c282a2c81f92c74c704716357155741c9ed0abd9815aeac684369:138108 MATCH
opc-reblob libreoffice-core/sd/qa/unit/data/pptx/slide-sections.pptx - 2e2d1a6cfa6c282a2c81f92c74c704716357155741c9ed0abd9815aeac684369:138108 2e2d1a6cfa6c282a2c81f92c74c704716357155741c9ed0abd9815aeac684369:138108 MATCH
open libreoffice-core/sd/qa/unit/data/pptx/tdf103477.pptx - ok ok MATCH
parts libreoffice-core/sd/qa/unit/data/pptx/tdf103477.pptx - 43 43 MATCH
opc-noop libreoffice-core/sd/qa/unit/data/pptx/tdf103477.pptx - 0a362761e144db96c7812df1488b9de732960e811886360bffefb4af1e8949c3:64312 0a362761e144db96c7812df1488b9de732960e811886360bffefb4af1e8949c3:64312 MATCH
opc-reblob libreoffice-core/sd/qa/unit/data/pptx/tdf103477.pptx - 0a362761e144db96c7812df1488b9de732960e811886360bffefb4af1e8949c3:64312 0a362761e144db96c7812df1488b9de732960e811886360bffefb4af1e8949c3:64312 MATCH
open libreoffice-core/sd/qa/unit/data/pptx/tdf114821.pptx - ok ok MATCH
parts libreoffice-core/sd/qa/unit/data/pptx/tdf114821.pptx - 28 28 MATCH
opc-noop libreoffice-core/sd/qa/unit/data/pptx/tdf114821.pptx - 939720d41bb739a7fc152d07af323bb15ddfc93f2f1831db28556bff46d804be:50235 939720d41bb739a7fc152d07af323bb15ddfc93f2f1831db28556bff46d804be:50235 MATCH
opc-reblob libreoffice-core/sd/qa/unit/data/pptx/tdf114821.pptx - 939720d41bb739a7fc152d07af323bb15ddfc93f2f1831db28556bff46d804be:50235 939720d41bb739a7fc152d07af323bb15ddfc93f2f1831db28556bff46d804be:50235 MATCH
open libreoffice-core/sd/qa/unit/data/pptx/tdf89064.pptx - ok ok MATCH
parts libreoffice-core/sd/qa/unit/data/pptx/tdf89064.pptx - 25 25 MATCH
opc-noop libreoffice-core/sd/qa/unit/data/pptx/tdf89064.pptx - 16faaaffa35304df654bc20927570d1812d5fdf085d0ecd253cd4c272a913610:24629 16faaaffa35304df654bc20927570d1812d5fdf085d0ecd253cd4c272a913610:24629 MATCH
opc-reblob libreoffice-core/sd/qa/unit/data/pptx/tdf89064.pptx - 16faaaffa35304df654bc20927570d1812d5fdf085d0ecd253cd4c272a913610:24629 16faaaffa35304df654bc20927570d1812d5fdf085d0ecd253cd4c272a913610:24629 MATCH
open libreoffice-core/sw/qa/core/objectpositioning/data/do-not-capture-draw-objs-on-page-draw-wrap-none.docx - ok ok MATCH
parts libreoffice-core/sw/qa/core/objectpositioning/data/do-not-capture-draw-objs-on-page-draw-wrap-none.docx - 16 16 MATCH
opc-noop libreoffice-core/sw/qa/core/objectpositioning/data/do-not-capture-draw-objs-on-page-draw-wrap-none.docx - 06644869dcf2a1b6d79631fb54c42857a04a566430452e75b4810f0c9ab8ed13:21260 06644869dcf2a1b6d79631fb54c42857a04a566430452e75b4810f0c9ab8ed13:21260 MATCH
opc-reblob libreoffice-core/sw/qa/core/objectpositioning/data/do-not-capture-draw-objs-on-page-draw-wrap-none.docx - 06644869dcf2a1b6d79631fb54c42857a04a566430452e75b4810f0c9ab8ed13:21260 06644869dcf2a1b6d79631fb54c42857a04a566430452e75b4810f0c9ab8ed13:21260 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx - 17 17 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx - ebb078d791b6deb4d0a2dae69a15a5274baf2ade815f07b336b394bb43af4c88:55519 ebb078d791b6deb4d0a2dae69a15a5274baf2ade815f07b336b394bb43af4c88:55519 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/NumberedList.docx - ebb078d791b6deb4d0a2dae69a15a5274baf2ade815f07b336b394bb43af4c88:55519 ebb078d791b6deb4d0a2dae69a15a5274baf2ade815f07b336b394bb43af4c88:55519 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx - 12 12 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx - 33d8229124a25622cf8c497564dab93d24e5047f42dba2feb6d06266430a99e4:13517 33d8229124a25622cf8c497564dab93d24e5047f42dba2feb6d06266430a99e4:13517 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/decimal-numbering-no-leveltext.docx - 33d8229124a25622cf8c497564dab93d24e5047f42dba2feb6d06266430a99e4:13517 33d8229124a25622cf8c497564dab93d24e5047f42dba2feb6d06266430a99e4:13517 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx - 5 5 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx - 13fd0f120e2c7ea578c098e03f2d5bf871d24f6494c7df73c0aaed3cf246f7b9:3009 13fd0f120e2c7ea578c098e03f2d5bf871d24f6494c7df73c0aaed3cf246f7b9:3009 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/listWithLgl.docx - 13fd0f120e2c7ea578c098e03f2d5bf871d24f6494c7df73c0aaed3cf246f7b9:3009 13fd0f120e2c7ea578c098e03f2d5bf871d24f6494c7df73c0aaed3cf246f7b9:3009 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx - 24 24 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx - c3d8821ad7c2a0bced52881dbb3d317f7aa29f4363349bc9b665d9dd03517ca0:32450 c3d8821ad7c2a0bced52881dbb3d317f7aa29f4363349bc9b665d9dd03517ca0:32450 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/lvlPicBulletId.docx - c3d8821ad7c2a0bced52881dbb3d317f7aa29f4363349bc9b665d9dd03517ca0:32450 c3d8821ad7c2a0bced52881dbb3d317f7aa29f4363349bc9b665d9dd03517ca0:32450 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx - 19 19 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx - 94f76ba6a717d33eb1bd48e122ca25fc3aedff3b87498165dc7ed78595535e19:17580 94f76ba6a717d33eb1bd48e122ca25fc3aedff3b87498165dc7ed78595535e19:17580 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/mailmerge.docx - 94f76ba6a717d33eb1bd48e122ca25fc3aedff3b87498165dc7ed78595535e19:17580 94f76ba6a717d33eb1bd48e122ca25fc3aedff3b87498165dc7ed78595535e19:17580 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx - 22 22 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx - 6e71a4d554ea90df1ddcc9b6fbbcc677a94c6617cb35f9e5b7d4ccab46f1a79e:25636 6e71a4d554ea90df1ddcc9b6fbbcc677a94c6617cb35f9e5b7d4ccab46f1a79e:25636 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/strict.docx - 6e71a4d554ea90df1ddcc9b6fbbcc677a94c6617cb35f9e5b7d4ccab46f1a79e:25636 6e71a4d554ea90df1ddcc9b6fbbcc677a94c6617cb35f9e5b7d4ccab46f1a79e:25636 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx - 20 20 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx - e20f4d711e482462ea2dc89a22d27c7cff2eb25133b1d841d8f9b76fd96f587d:37437 e20f4d711e482462ea2dc89a22d27c7cff2eb25133b1d841d8f9b76fd96f587d:37437 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/tdf124384.docx - e20f4d711e482462ea2dc89a22d27c7cff2eb25133b1d841d8f9b76fd96f587d:37437 e20f4d711e482462ea2dc89a22d27c7cff2eb25133b1d841d8f9b76fd96f587d:37437 MATCH
open libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx - 21 21 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx - 8ccd581d8f0ae102b220228ad26b3974821a7ce8e3ff7df4b78f7da8a0d06ed9:25741 8ccd581d8f0ae102b220228ad26b3974821a7ce8e3ff7df4b78f7da8a0d06ed9:25741 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlexport/data/testGlossary.docx - 8ccd581d8f0ae102b220228ad26b3974821a7ce8e3ff7df4b78f7da8a0d06ed9:25741 8ccd581d8f0ae102b220228ad26b3974821a7ce8e3ff7df4b78f7da8a0d06ed9:25741 MATCH
open libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx - 9 9 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx - 4c61fc7730baecf784d392e9ab50a83a1538c33df5b629a180da7dc2764e5467:4952 4c61fc7730baecf784d392e9ab50a83a1538c33df5b629a180da7dc2764e5467:4952 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlimport/data/numbering-circle.docx - 4c61fc7730baecf784d392e9ab50a83a1538c33df5b629a180da7dc2764e5467:4952 4c61fc7730baecf784d392e9ab50a83a1538c33df5b629a180da7dc2764e5467:4952 MATCH
open libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx - 20 20 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx - 68e19d06420bfb93bd66c280b96f3095a40f753da4658634a778e474496148d3:28843 68e19d06420bfb93bd66c280b96f3095a40f753da4658634a778e474496148d3:28843 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf108545_embeddedDocxIcon.docx - 68e19d06420bfb93bd66c280b96f3095a40f753da4658634a778e474496148d3:28843 68e19d06420bfb93bd66c280b96f3095a40f753da4658634a778e474496148d3:28843 MATCH
open libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx - 12 12 MATCH
opc-noop libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx - cf00dab76363981763545dce5cb62eefa84e24d77fc2abe28ae5163538f52607:13876 cf00dab76363981763545dce5cb62eefa84e24d77fc2abe28ae5163538f52607:13876 MATCH
opc-reblob libreoffice-core/sw/qa/extras/ooxmlimport/data/tdf119039_bad_embedded_compound.docx - cf00dab76363981763545dce5cb62eefa84e24d77fc2abe28ae5163538f52607:13876 cf00dab76363981763545dce5cb62eefa84e24d77fc2abe28ae5163538f52607:13876 MATCH
open libreoffice-core/sw/qa/extras/uiwriter/data/autotext-multiple.dotx - ok ok MATCH
parts libreoffice-core/sw/qa/extras/uiwriter/data/autotext-multiple.dotx - 15 15 MATCH
opc-noop libreoffice-core/sw/qa/extras/uiwriter/data/autotext-multiple.dotx - 3cc1632cb7f51c345a3d4734c2f8b911024d1ac778ba9a45c137826582e6ca7f:18470 3cc1632cb7f51c345a3d4734c2f8b911024d1ac778ba9a45c137826582e6ca7f:18470 MATCH
opc-reblob libreoffice-core/sw/qa/extras/uiwriter/data/autotext-multiple.dotx - 3cc1632cb7f51c345a3d4734c2f8b911024d1ac778ba9a45c137826582e6ca7f:18470 3cc1632cb7f51c345a3d4734c2f8b911024d1ac778ba9a45c137826582e6ca7f:18470 MATCH
open libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx - ok ok MATCH
parts libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx - 30 30 MATCH
opc-noop libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx - ee33b932a6c31f430bc8a6e450592970419b0bcc155e5c9884065602b9c733b8:77621 ee33b932a6c31f430bc8a6e450592970419b0bcc155e5c9884065602b9c733b8:77621 MATCH
opc-reblob libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-header.docx - ee33b932a6c31f430bc8a6e450592970419b0bcc155e5c9884065602b9c733b8:77621 ee33b932a6c31f430bc8a6e450592970419b0bcc155e5c9884065602b9c733b8:77621 MATCH
open libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx - ok ok MATCH
parts libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx - 4 4 MATCH
opc-noop libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx - 9f8577e6f7d2df07d198047960194949e27e8a2a710166ee1b447fad6e982ec8:2344 9f8577e6f7d2df07d198047960194949e27e8a2a710166ee1b447fad6e982ec8:2344 MATCH
opc-reblob libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk-html.docx - 9f8577e6f7d2df07d198047960194949e27e8a2a710166ee1b447fad6e982ec8:2344 9f8577e6f7d2df07d198047960194949e27e8a2a710166ee1b447fad6e982ec8:2344 MATCH
open libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx - ok ok MATCH
parts libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx - 12 12 MATCH
opc-noop libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx - d5dbaac56f6b41108c473d725065490fa84419ecc7f997cd19e7b8d158784379:22007 d5dbaac56f6b41108c473d725065490fa84419ecc7f997cd19e7b8d158784379:22007 MATCH
opc-reblob libreoffice-core/sw/qa/writerfilter/dmapper/data/alt-chunk.docx - d5dbaac56f6b41108c473d725065490fa84419ecc7f997cd19e7b8d158784379:22007 d5dbaac56f6b41108c473d725065490fa84419ecc7f997cd19e7b8d158784379:22007 MATCH
open libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx - ok ok MATCH
parts libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx - 18 18 MATCH
opc-noop libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx - 4d273731897cb642d11062bf2b8ca8ec1b8f005843d51722172d1896e3a22cad:66189 4d273731897cb642d11062bf2b8ca8ec1b8f005843d51722172d1896e3a22cad:66189 MATCH
opc-reblob libreoffice-core/sw/qa/writerfilter/dmapper/data/layout-in-cell-2.docx - 4d273731897cb642d11062bf2b8ca8ec1b8f005843d51722172d1896e3a22cad:66189 4d273731897cb642d11062bf2b8ca8ec1b8f005843d51722172d1896e3a22cad:66189 MATCH
open libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx - ok ok MATCH
parts libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx - 15 15 MATCH
opc-noop libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx - 27f72a9f8f6f223900682a0627ea28c27923b2ae384cc35a0630a71f1f312d98:17713 27f72a9f8f6f223900682a0627ea28c27923b2ae384cc35a0630a71f1f312d98:17713 MATCH
opc-reblob libreoffice-core/sw/qa/writerfilter/dmapper/data/redline-range-comment.docx - 27f72a9f8f6f223900682a0627ea28c27923b2ae384cc35a0630a71f1f312d98:17713 27f72a9f8f6f223900682a0627ea28c27923b2ae384cc35a0630a71f1f312d98:17713 MATCH
open office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx - ok ok MATCH
parts office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx - 11 11 MATCH
opc-noop office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx - ade103f651e3f7cac423cd6b01d4d5a004d03470667723234105ba39672bc74d:7311 ade103f651e3f7cac423cd6b01d4d5a004d03470667723234105ba39672bc74d:7311 MATCH
opc-reblob office-interop/libreoffice-resaved/date-autofilter-litchi.xlsx - ade103f651e3f7cac423cd6b01d4d5a004d03470667723234105ba39672bc74d:7311 ade103f651e3f7cac423cd6b01d4d5a004d03470667723234105ba39672bc74d:7311 MATCH
open office-interop/libreoffice-resaved/document-properties-litchi.docx - ok ok MATCH
parts office-interop/libreoffice-resaved/document-properties-litchi.docx - 10 10 MATCH
opc-noop office-interop/libreoffice-resaved/document-properties-litchi.docx - 0c10b6489e3b5c02d0470f213611e32fbaa0143746d69d0333bdca821d2c5e47:6825 0c10b6489e3b5c02d0470f213611e32fbaa0143746d69d0333bdca821d2c5e47:6825 MATCH
opc-reblob office-interop/libreoffice-resaved/document-properties-litchi.docx - 0c10b6489e3b5c02d0470f213611e32fbaa0143746d69d0333bdca821d2c5e47:6825 0c10b6489e3b5c02d0470f213611e32fbaa0143746d69d0333bdca821d2c5e47:6825 MATCH
open office-interop/libreoffice-resaved/shapes-litchi.pptx - ok ok MATCH
parts office-interop/libreoffice-resaved/shapes-litchi.pptx - 27 27 MATCH
opc-noop office-interop/libreoffice-resaved/shapes-litchi.pptx - fcc8acffad88f5091316f67403c099a4c9eaa372e17927edfee29c35fb132034:53239 fcc8acffad88f5091316f67403c099a4c9eaa372e17927edfee29c35fb132034:53239 MATCH
opc-reblob office-interop/libreoffice-resaved/shapes-litchi.pptx - fcc8acffad88f5091316f67403c099a4c9eaa372e17927edfee29c35fb132034:53239 fcc8acffad88f5091316f67403c099a4c9eaa372e17927edfee29c35fb132034:53239 MATCH
open office-interop/litchi-changed/date-autofilter-litchi.xlsx - ok ok MATCH
parts office-interop/litchi-changed/date-autofilter-litchi.xlsx - 9 9 MATCH
opc-noop office-interop/litchi-changed/date-autofilter-litchi.xlsx - 0f1c13c528c75b5293b18f4342d5fa95024fcc604af81c1b66c058a06575bac9:6604 0f1c13c528c75b5293b18f4342d5fa95024fcc604af81c1b66c058a06575bac9:6604 MATCH
opc-reblob office-interop/litchi-changed/date-autofilter-litchi.xlsx - 0f1c13c528c75b5293b18f4342d5fa95024fcc604af81c1b66c058a06575bac9:6604 0f1c13c528c75b5293b18f4342d5fa95024fcc604af81c1b66c058a06575bac9:6604 MATCH
open office-interop/litchi-changed/document-properties-litchi.docx - ok ok MATCH
parts office-interop/litchi-changed/document-properties-litchi.docx - 11 11 MATCH
opc-noop office-interop/litchi-changed/document-properties-litchi.docx - e4c76a4cd17a2cc5e66d52fe2109ec62f0a09aa510e97fd291b87073b84697f2:11143 e4c76a4cd17a2cc5e66d52fe2109ec62f0a09aa510e97fd291b87073b84697f2:11143 MATCH
